fl1nbisie2,[  1.37886053e-17],negatif,,
fl2fl1nsyama4,[  1.38456539e-37],negatif,,
n19,[  1.39457188e-24],negatif,,
fl1nsam00771,[  1.40125684e-27],negatif,,
nsiguiri3,[  1.40523537e-14],negatif,,
fl2nvasilkov1,[  1.43106402e-36],negatif,,
fl2nsyama1,[  1.44311147e-24],negatif,,
fl1nburundi1,[  1.47425284e-26],negatif,,
fl2fl1nbisha2,[  1.48638351e-32],negatif,,
nsam2569,[  1.50031603e-19],negatif,,
nY1,[  1.51735083e-29],negatif,,
fl2fl1norouro1,[  1.52969388e-08],negatif,,
fl1ncissedougou4,[  1.54588083e-35],negatif,,
fl2nr881,[  1.58320210e-12],negatif,,
fl2nvelingara4,[  1.59025004e-20],negatif,,
fl2fl1nsyama3,[  1.59078734e-31],negatif,,
fl2nr951,[  1.59419642e-07],negatif,,
fl1nr1137,[  1.59862795e-17],negatif,,
fl2nr531,[  1.59954281e-17],negatif,,
fl2fl1npala4,[  1.61023261e-09],negatif,,
fl2fl1nr1061,[  1.64422415e-15],negatif,,
ntelfer1,[  1.66832991e-20],negatif,,
fl1n34,[  1.66858735e-24],negatif,,
fl1nY1,[  1.67864138e-33],negatif,,
fl1nvredefort3,[  1.71440983e-25],negatif,,
fl2fl1npala1,[  1.72933184e-34],negatif,,
fl2fl1nbonikro2,[  1.73853326e-18],negatif,,
n2,[  1.74072328e-33],negatif,,
nr993,[  1.75300044e-15],negatif,,
fl2nyaoure1,[  1.77399589e-30],negatif,,
fl1n81,[  1.81506569e-32],negatif,,
fl2fl1nmana2,[  1.86514834e-15],negatif,,
fl1nr1003,[  1.88413897e-18],negatif,,
fl2fl1n43,[  1.90048955e-25],negatif,,
fl2fl1n56,[  1.91054730e-20],negatif,,
fl1nlawn hill2,[  1.94535926e-16],negatif,,
fl2fl1nkatako kombe3,[  1.95863553e-24],negatif,,
fl2fl1nyaramoko1,[  1.96188064e-13],negatif,,
fl1nyouga2,[  1.96536472e-12],negatif,,
fl2fl1nkadia1,[  1.96818651e-15],negatif,,
fl1ntelfer4,[  1.99846573e-21],negatif,,
fl1nrift1,[  2.00411042e-33],negatif,,
fl2nmusefu2,[  2.02920025e-11],negatif,,
n70,[  2.03791269e-29],negatif,,
fl2ngolden pride2,[  2.04296092e-17],negatif,,
fl2fl1nyanfolila3,[  2.07673629e-21],negatif,,
nr603,[  2.09138126e-20],negatif,,
fl2nsig1,[  2.09891687e-10],negatif,,
fl2fl1n51,[  2.10835343e-29],negatif,,
fl1nr571,[  2.11307025e-08],negatif,,
fl2fl1nnavachab2,[  2.12026569e-37],negatif,,
fl2nr1085,[  2.13418286e-29],negatif,,
fl2nr1127,[  2.15875139e-25],negatif,,
ntanami3,[  2.18218901e-08],negatif,,
nr91,[  2.22352955e-10],negatif,,
fl2fl1nalbazin2,[  2.22704582e-27],negatif,,
fl2n81,[  2.30649057e-16],negatif,,
fl1nagbaou2,[  2.30882291e-24],negatif,,
fl2fl1nkouroussa3,[  2.31328561e-30],negatif,,
fl2fl1nair7,[  2.31667484e-24],negatif,,
fl2fl1nvelingara5,[  2.36964413e-37],negatif,,
fl2nlawn hill2,[  2.38509291e-26],negatif,,
fl2nindarset3,[  2.43839931e-12],negatif,,
fl2fl1ngeita3,[  2.44267151e-24],negatif,,
fl1narizona3,[  2.44632877e-15],negatif,,
fl2nfreda3,[  2.45746592e-17],negatif,,
nr1065,[  2.49773986e-15],negatif,,
fl2n77,[  2.50116904e-25],negatif,,
nsam26672,[  2.52890009e-29],negatif,,
ngalore creek1,[  2.54826563e-12],negatif,,
fl2nair6,[  2.55011096e-25],negatif,,
nmnt polley,[  2.59802391e-06],negatif,,
fl2fl1nsam00771,[  2.61015961e-23],negatif,,
fl1norouro3,[  2.61639554e-19],negatif,,
fl1n11,[  2.64093684e-31],negatif,,
fl2nr1071,[  2.67368212e-28],negatif,,
fl2nlero2,[  2.67949623e-25],negatif,,
fl2fl1nburundi1,[  2.68374751e-28],negatif,,
fl1ntibesti1,[  2.68510330e-25],negatif,,
fl2fl1nkangankunde4,[  2.69425199e-35],negatif,,
fl2fl1nr252,[  2.76004480e-12],negatif,,
nmassawa2,[  2.76149853e-38],negatif,,
fl2nr112,[  2.80267689e-22],negatif,,
fl1nr1012,[  2.83757251e-24],negatif,,
fl1nnavachab2,[  2.84362898e-32],negatif,,
fl1nr701,[  2.85006760e-33],negatif,,
fl2fl1nsam21551,[  2.92700024e-05],negatif,,
norouro1,[  2.96539451e-06],negatif,,
fl1n83,[  2.99039581e-37],negatif,,
fl2fl1ntaparko2,[  3.01991713e-28],negatif,,
nsukhoi log1,[  3.02211816e-07],negatif,,
fl1ngoldstrike5,[  3.02757632e-28],negatif,,
fl2naorunga2,[  3.03549937e-12],negatif,,
nsam21474,[  3.07314262e-28],negatif,,
fl2fl1ntulu kapi,[  3.07716505e-06],negatif,,
nsam18462,[  3.07761212e-07],negatif,,
nyaramoko3,[  3.09876230e-18],negatif,,
fl1nn291,[  3.11974198e-08],negatif,,
nmogollon1,[  3.13540198e-07],negatif,,
fl2fl1nkalana3,[  3.15341053e-35],negatif,,
fl2fl1nr1103,[  3.16026492e-26],negatif,,
fl2nsam30544,[  3.16456207e-17],negatif,,
fl2nr1171,[  3.21584067e-19],negatif,,
fl2fl1nr1111,[  3.27426765e-34],negatif,,
fl2nsyama4,[  3.30080055e-36],negatif,,
fl2fl1nr391,[  3.31868790e-08],negatif,,
n81,[  3.32086097e-26],negatif,,
fl1nfreda1,[  3.32526433e-08],negatif,,
fl1nbakouma1,[  3.34348262e-21],negatif,,
fl1nnatougou2,[  3.38928802e-10],negatif,,
fl2fl1nr1116,[  3.40750181e-29],negatif,,
fl2nsam26672,[  3.48876849e-32],negatif,,
fl2nr902,[  3.52034976e-06],negatif,,
nvasilkov9,[  3.58635674e-13],negatif,,
fl1n36,[  3.59111053e-15],negatif,,
fl2fl1nyouga2,[  3.59287843e-11],negatif,,
n80,[  3.69661992e-15],negatif,,
fl1nr792,[  3.78845401e-24],negatif,,
fl2n35,[  3.81866630e-05],negatif,,
fl2nkangankunde6,[  3.85840140e-05],negatif,,
fl1n54,[  3.88908582e-36],negatif,,
nobuasi1,[  3.90559333e-26],negatif,,
nkangankunde4,[  3.94014413e-27],negatif,,
nbisie1,[  3.96274341e-25],negatif,,
fl2fl1n70,[  4.01696174e-30],negatif,,
fl2fl1nvredefort5,[  4.03557315e-13],negatif,,
fl2nyanfolila2,[  4.08209699e-33],negatif,,
fl2fl1nbangweulu1,[  4.09335956e-31],negatif,,
ngolden pride2,[  4.19799455e-18],negatif,,
fl2fl1ncrixas3,[  4.21966165e-29],negatif,,
fl2ntelfer4,[  4.31098520e-15],negatif,,
fl2fl1nsalave1,[  4.34516600e-09],negatif,,
fl1nkadia1,[  4.36789348e-16],negatif,,
fl2fl1nr913,[  4.42184596e-37],negatif,,
fl1n27,[  4.44734735e-11],negatif,,
fl2nvredefort5,[  4.58126871e-31],negatif,,
nsam26521,[  4.61541309e-12],negatif,,
ntsumeb5,[  4.75481521e-16],negatif,,
fl2nair3,[  4.79765943e-27],negatif,,
nsig2,[  4.81592495e-26],negatif,,
fl2fl1ncissedougou,[  4.82512934e-37],negatif,,
nkarma,[  4.82623552e-10],negatif,,
fl2fl1N53,[  4.82937417e-33],negatif,,
fl1n60,[  4.83961745e-30],negatif,,
fl2fl1n87,[  4.84329246e-15],negatif,,
fl2fl1nnatougou1,[  4.87629573e-28],negatif,,
fl1nsamira2,[  4.89680822e-25],negatif,,
fl1nr1115,[  4.91731171e-15],negatif,,
n87,[  4.93615352e-26],negatif,,
fl1nargyle3,[  5.00370980e-08],negatif,,
fl1nbaomahun1,[  5.04012183e-14],negatif,,
nr1094,[  5.15239157e-31],negatif,,
fl2npala5,[  5.18707415e-26],negatif,,
fl1n20,[  5.20861417e-16],negatif,,
nargyle2,[  5.21850922e-12],negatif,,
nvredefort4,[  5.30007949e-13],negatif,,
fl1nalbazin1,[  5.47464033e-15],negatif,,
fl2fl1nr993,[  5.49369217e-10],negatif,,
n15,[  5.50767301e-38],negatif,,
fl2fl1nsam21552,[  5.70954688e-34],negatif,,
n43,[  5.79512031e-28],negatif,,
nr111,[  5.94195423e-33],negatif,,
nr731,[  5.94735317e-10],negatif,,
fl2nphalaborwa1,[  5.96112813e-29],negatif,,
fl2nr841,[  5.97426647e-28],negatif,,
fl2nsam26522,[  6.01875678e-21],negatif,,
fl2nsam21552,[  6.07668099e-30],negatif,,
fl1n65,[  6.09965065e-11],negatif,,
fl2fl1nsetlagole2,[  6.12040465e-34],negatif,,
fl2nr201,[  6.15968977e-17],negatif,,
fl2nargyle3,[  6.16013494e-07],negatif,,
fl1ntsumeb1,[  6.19348149e-12],negatif,,
fl2nr1081,[  6.29106348e-23],negatif,,
fl1npopigai1,[  6.30250296e-10],negatif,,
fl2nr1113,[  6.32377969e-25],negatif,,
fl2fl1ny2,[  6.40759900e-19],negatif,,
fl2nandywell1,[  6.50467769e-09],negatif,,
fl2nr1103,[  6.52721121e-31],negatif,,
fl2fl1ntasmania1,[  6.56356937e-15],negatif,,
fl1nkal3,[  6.56885627e-37],negatif,,
fl2fl1nkal2,[  6.61378968e-29],negatif,,
fl2nr241,[  6.61405036e-19],negatif,,
nair2,[  6.68204771e-17],negatif,,
fl2fl1n39,[  6.76315944e-25],negatif,,
fl1nr1102,[  6.85496014e-15],negatif,,
fl1n59,[  6.86445727e-38],negatif,,
fl2fl1n61,[  6.87083597e-27],negatif,,
fl1n15,[  6.87819819e-29],negatif,,
fl2fl1n36,[  6.88768812e-18],negatif,,
nyanfolila3,[  6.90561186e-16],negatif,,
fl2fl1nchuqui2,[  6.91421513e-28],negatif,,
fl1nr616,[  7.02429055e-13],negatif,,
nphalaborwa1,[  7.06511072e-32],negatif,,
fl2fl1nsamira1,[  7.08236564e-21],negatif,,
fl2fl1nsukari1,[  7.12014964e-15],negatif,,
fl1nagbaou3,[  7.12402481e-14],negatif,,
n35,[  7.15038749e-12],negatif,,
fl1n2,[  7.18618632e-37],negatif,,
nsam30544,[  7.18626438e-08],negatif,,
fl2fl1n40,[  7.21863580e-29],negatif,,
fl2ntahoua2,[  7.29051735e-33],negatif,,
fl2ntasmania4,[  7.30304371e-33],negatif,,
fl2n17,[  7.39164991e-30],negatif,,
fl2fl1nnampala2,[  7.46147187e-18],negatif,,
nr675,[  7.50578592e-12],negatif,,
fl2fl1nr1062,[  7.53739085e-12],negatif,,
fl2nr1086,[  7.56824636e-20],negatif,,
n32,[  7.65699525e-34],negatif,,
fl2fl1n8,[  7.65768410e-22],negatif,,
ngoldstrike1,[  7.68925855e-17],negatif,,
fl2fl1n30,[  7.74356389e-33],negatif,,
nlawn hill2,[  7.77763850e-18],negatif,,
fl2fl1nsam18662,[  7.79973364e-28],negatif,,
fl1nr851,[  7.93406065e-34],negatif,,
fl2fl1nsam01761,[  8.02367545e-24],negatif,,
norouro3,[  8.02915871e-16],negatif,,
fl1nr613,[  8.07525015e-27],negatif,,
fl1ntsumeb5,[  8.10714874e-16],negatif,,
fl2fl1nsam04732,[  8.13072381e-37],negatif,,
fl2fl1nr1137,[  8.19401655e-24],negatif,,
nr1137,[  8.23318602e-23],negatif,,
fl2ncrixas3,[  8.28037682e-21],negatif,,
fl2n56,[  8.32184256e-14],negatif,,
fl2fl1naorunga2,[  8.33941976e-06],negatif,,
nsyama6,[  8.39868871e-28],negatif,,
fl2fl1nr602,[  8.40571051e-20],negatif,,
ncissedougou4,[  8.48783357e-30],negatif,,
fl1n12,[  8.57353917e-32],negatif,,
nsukulu3,[  8.69714345e-37],negatif,,
fl1nkouroussa3,[  8.70754046e-28],negatif,,
nbanankoro1,[  8.76694749e-25],negatif,,
fl2n67,[  8.83743618e-38],negatif,,
fl2nsam04793,[  8.92843179e-20],negatif,,
npala4,[  8.94089439e-15],negatif,,
fl1nr603,[  8.99934136e-22],negatif,,
fl2fl1navachab1,[  9.01194883e-11],negatif,,
nx1,[  9.07244877e-15],negatif,,
fl2fl1nr871,[  9.18835504e-31],negatif,,
fl2nr911,[  9.19782388e-31],negatif,,
fl1ntaparko2,[  9.22572541e-31],negatif,,
fl2nmassawa1,[  9.22913467e-17],negatif,,
fl2fl1nbaomahun1,[  9.27162255e-05],negatif,,
fl1nfreda4,[  9.38330443e-18],negatif,,
fl1nsam09372,[  9.56140469e-18],negatif,,
nmusefu1,[  9.70853606e-13],negatif,,
fl2fl1nbakouma1,[  9.74159725e-23],negatif,,
fl1nsam21552,[  9.84027649e-30],negatif,,
fl2fl1nr1172,[  9.85728981e-16],negatif,,
fl1n32,[ 0.],negatif,,
fl1n42,[ 0.],negatif,,
fl1n76,[ 0.],negatif,,
fl1nL2,[ 0.],negatif,,
fl1nr1082,[ 0.],negatif,,
fl1nr292,[ 0.],negatif,,
fl1nr912,[ 0.],negatif,,
fl1nrichat3,[ 0.],negatif,,
fl1nsabodala,[ 0.],negatif,,
fl1nsetlagole1,[ 0.],negatif,,
fl1nsukulu1,[ 0.],negatif,,
fl1ntelfer3,[ 0.],negatif,,
fl1ntiririne2,[ 0.],negatif,,
fl1ntiririne3,[ 0.],negatif,,
fl1nvasilkov5,[ 0.],negatif,,
fl2fl1n13,[ 0.],negatif,,
fl2fl1n29,[ 0.],negatif,,
fl2fl1n32,[ 0.],negatif,,
fl2fl1n47,[ 0.],negatif,,
fl2fl1n5,[ 0.],negatif,,
fl2fl1n91,[ 0.],negatif,,
fl2fl1naldan2,[ 0.],negatif,,
fl2fl1nkisladag2,[ 0.],negatif,,
fl2fl1noyu tolgoi4,[ 0.],negatif,,
fl2fl1nr1042,[ 0.],negatif,,
fl2fl1nr1130,[ 0.],negatif,,
fl2fl1nr672,[ 0.],negatif,,
fl2fl1nr872,[ 0.],negatif,,
fl2fl1ntanami2,[ 0.],negatif,,
fl2fl1nvasilkov2,[ 0.],negatif,,
fl2fl1nyanfolila1,[ 0.],negatif,,
fl2n11,[ 0.],negatif,,
fl2n31,[ 0.],negatif,,
fl2n72,[ 0.],negatif,,
fl2n75,[ 0.],negatif,,
fl2naldan2,[ 0.],negatif,,
fl2npala2,[ 0.],negatif,,
fl2nr1114,[ 0.],negatif,,
fl2nr611,[ 0.],negatif,,
fl2nr732,[ 0.],negatif,,
fl2nr821,[ 0.],negatif,,
fl2nr912,[ 0.],negatif,,
fl2ntasmania5,[ 0.],negatif,,
fl2nvelingara5,[ 0.],negatif,,
n13,[ 0.],negatif,,
n75,[ 0.],negatif,,
n90,[ 0.],negatif,,
npala2,[ 0.],negatif,,
nsabodala,[ 0.],negatif,accuracy,"-0,09625"
nsetlagole1,[ 0.],negatif,,
nsyama3,[ 0.],negatif,,
ntiririne2,[ 0.],negatif,,
nvasilkov4,[ 0.],negatif,,
nvredefort3,[ 0.],negatif,,
nr1001,[ 0.00012017],negatif,,
fl2fl1ngeita2,[ 0.00012616],negatif,,
ngeita3,[ 0.00029871],negatif,,
fl2norouro1,[ 0.00038997],negatif,,
fl2fl1nevander1,[ 0.00039016],negatif,,
fl1nity,[ 0.00067826],negatif,,
fl2nvredefort4,[ 0.00079406],negatif,,
nkossanto1,[ 0.00096159],negatif,,
fl2fl1nkadia3,[ 0.00212873],negatif,,
fl2fl1nsam18462,[ 0.00233325],negatif,,
fl1nr1011,[ 0.01185219],negatif,,
fl2nnampala3,[ 0.0128209],negatif,,
fl2fl1nhassai,[ 0.08982117],negatif,,
fl2nbakouma2,[ 0.45725718],negatif,,
fl2npoura1,[ 0.48201215],negatif,,
fl2fl1nlaronde,[ 0.87708127],negatif,false positive,
fl2fl1ngoldstrike4,[ 0.95534384],negatif,false positive,
nr951,[ 0.97297508],negatif,false positive,
fl1ngoz beida 5,[ 0.97840136],negatif,false positive,
nR11,[ 0.98274374],negatif,false positive,
fl2ncarswell1,[ 0.98386246],negatif,false positive,
fl2fl1nindarset3,[ 0.99876261],negatif,false positive,
nr1064,[ 0.99898833],negatif,false positive,
fl2fl1ngoz beida1,[ 0.99960679],negatif,false positive,
fl2fl1nmorila1,[ 0.99970227],negatif,false positive,
fl2fl1nfreda1,[ 0.99997365],negatif,false positive,
nr1134,[ 0.99999034],negatif,false positive,
fl2n291,[ 0.99999321],negatif,false positive,
fl1ngoz beida1,[ 0.99999595],negatif,false positive,
fl1natougou1,[ 0.9999994],negatif,false positive,
fl1nair4,[ 0.99999952],negatif,false positive,
fl2nsam04792,[ 0.99999988],negatif,false positive,
fl1n291,[ 1.],negatif,false positive,
fl1nasankragwa2,[ 1.],negatif,false positive,
fl1nfreda2,[ 1.],negatif,false positive,
fl1nluizi,[ 1.],negatif,false positive,
fl2fl1n26,[ 1.],negatif,false positive,
fl2fl1n66,[ 1.],negatif,false positive,
fl2fl1nampala5,[ 1.],negatif,false positive,
fl2fl1naorunga3,[ 1.],negatif,false positive,
fl2fl1ngolden pride1,[ 1.],negatif,false positive,
fl2fl1nkumtor,[ 1.],negatif,false positive,
fl2fl1nsam18664,[ 1.],negatif,false positive,
fl2n26,[ 1.],negatif,false positive,
fl2nagbaou5,[ 1.],negatif,false positive,
fl2nasankragwa2,[ 1.],negatif,false positive,
fl2natougou3,[ 1.],negatif,false positive,
fl2navachab2,[ 1.],negatif,false positive,
fl2nevada2,[ 1.],negatif,false positive,
fl2nfreda1,[ 1.],negatif,false positive,
fl2nr81,[ 1.],negatif,false positive,
fl2ntsumeb4,[ 1.],negatif,false positive,
nampala3,[ 1.],negatif,false positive,
natougou2,[ 1.],negatif,false positive,
ntibesti3,[ 1.],negatif,false positive,
fl1r711,[  1.02780095e-05],,false negative,
fl2siguiri1,[  1.12264549e-12],,false negative,
fl1bombore1,[  1.50027492e-13],,false negative,
fl2r1126,[  1.54437823e-12],,false negative,
sam44693,[  1.63103526e-13],,false negative,
fl2fl1r1072,[  1.81816246e-33],,false negative,
tahoua2,[  2.14491365e-06],,false negative,
fl2fl1E1,[  2.41385911e-09],,false negative,
fl2siguiri3,[  2.88901780e-12],,false negative,
fl1r1138,[  3.09484972e-06],,false negative,
fl2andywell2,[  3.15309734e-09],,false negative,
bakouma4,[  3.47196633e-10],,false negative,
fl2fl1lero2,[  3.54456461e-05],,false negative,
E1,[  4.05923517e-09],,false negative,
r243,[  4.65606199e-11],,false negative,
fl2fl1mana2,[  5.23874314e-16],,false negative,
fl1r1072,[  5.41109043e-21],,false negative,
fl2fl1sam21474,[  5.67693205e-05],,false negative,
fl1oyu tolgoi1,[  6.14738815e-10],,false negative,
fl2fl1sam21472,[  6.92012714e-09],,false negative,
siguiri1,[  7.96601744e-05],,false negative,
fl1agbaou7,[  8.49600994e-08],,false negative,
fl2fl1goz beida 6,[  8.98783981e-09],,false negative,
fl1velingara5,[ 0.00013893],,false negative,
fl1cadia2,[ 0.00062777],,false negative,
fl2kal2,[ 0.00071013],,false negative,
fl1bakouma4,[ 0.00083814],,false negative,
fl2r701,[ 0.00116313],,false negative,
fl1sukhoi log1,[ 0.00119141],,false negative,
fl2sam44693,[ 0.00297574],,false negative,
fl1sam18661,[ 0.00445693],,false negative,
fl1tanami5,[ 0.00635623],,false negative,
fl1r591,[ 0.00799034],,false negative,
fl2fl1otjikoto1,[ 0.0093051],,false negative,
fl2fl1kadia4,[ 0.00982927],,false negative,
fl2yanfolila4,[ 0.03342764],,false negative,
r242,[ 0.11052739],,false negative,
waus1,[ 0.74173331],,,
fl1sukulu4,[ 0.77311355],,,
sam21474,[ 0.90762776],,,
massawa1,[ 0.91541213],,,
fl2bakouma1,[ 0.92125225],,,
fl2tanami5,[ 0.94322538],,,
fl2r823,[ 0.94673502],,,
tanami5,[ 0.98679996],,,
fl2fl1sayama4,[ 0.98956501],,,
fl2sam11073,[ 0.99514788],,,
fl1matala2,[ 0.99910271],,,
fl1sam30549,[ 0.99917477],,,
asankragwa3,[ 0.99949515],,,
fl2fl1aldan1,[ 0.99949753],,,
fl2fl1sukulu4,[ 0.9995321],,,
fl2fl1r1002,[ 0.99966145],,,
samira2,[ 0.99985039],,,
fl1sam30543,[ 0.99988425],,,
fl2sam27671,[ 0.99991095],,,
mana3,[ 0.99992228],,,
fl2oyu tolgoi1,[ 0.99992335],,,
fl2fl1kalana3,[ 0.9999634],,,
fl2telfer5,[ 0.99997616],,,
fl1r1068,[ 0.99997973],,,
freda2,[ 0.99998164],,,
fl2fl1vasilkovskoye7,[ 0.99998534],,,
fl2sam21472,[ 0.99998975],,,
fl2fl1aldan5,[ 0.99999022],,,
r1111,[ 0.99999392],,,
r612,[ 0.99999416],,,
fl2fl1oyu tolgoi3,[ 0.99999559],,,
aldan2,[ 0.99999702],,,
kadia3,[ 0.99999774],,,
fl1r952,[ 0.99999785],,,
fl1puchez1,[ 0.99999881],,,
fl2fl1bisha1,[ 0.99999881],,,
fl2bisha2,[ 0.99999905],,,
fl1jean gobele1,[ 0.99999928],,,
fl2sayama4,[ 0.99999928],,,
fl2air6,[ 0.9999994],,,
fl1r615,[ 0.99999964],,,
fl1yanfolila1,[ 0.99999976],,,
fl1freda2,[ 0.99999988],,,
fl2fl1l1,[ 0.99999988],,,
fl2fl1puchez1,[ 0.99999988],,,
fl2fl1sam26672,[ 0.99999988],,,
fl2nampala2,[ 0.99999988],,,
fl2sam25691,[ 0.99999988],,,
agbaou4,[ 1.],,,
air10,[ 1.],,,
air2,[ 1.],,,
air8,[ 1.],,,
albazino3,[ 1.],,,
aorunga1,[ 1.],,,
aorunga2,[ 1.],,,
asankragwa2,[ 1.],,,
avlayakan2,[ 1.],,,
avlayakan5,[ 1.],,,
bangweulu5,[ 1.],,,
bisha1,[ 1.],,,
chirano1,[ 1.],,,
chuqui2,[ 1.],,,
cortez2,[ 1.],,,
cortez6,[ 1.],,,
crixas3,[ 1.],,,
cukuralan1,[ 1.],,,
fl1air14,[ 1.],,,
fl1air9,[ 1.],,,
fl1albazino6,[ 1.],,,
fl1aorunga3,[ 1.],,,
fl1arizona1,[ 1.],,,
fl1arizona3,[ 1.],,,
fl1bangweulu1,[ 1.],,,
fl1baomahun1,[ 1.],,,
fl1bisie2,[ 1.],,,
fl1chuqui1,[ 1.],,,
fl1chuqui3,[ 1.],,,
fl1cortez9,[ 1.],,,
fl1crixas1,[ 1.],,,
fl1Dima1,[ 1.],,,
fl1galore creek2,[ 1.],,,
fl1geita1,[ 1.],,,
fl1golden pride1,[ 1.],,,
fl1golden pride3,[ 1.],,,
fl1goldstrike1,[ 1.],,,
fl1goldstrike5,[ 1.],,,
fl1goz beida1,[ 1.],,,
fl1ireland1,[ 1.],,,
fl1kalana5,[ 1.],,,
fl1kangankunde3,[ 1.],,,
fl1kangankunde7,[ 1.],,,
fl1katako kombe1,[ 1.],,,
fl1kawokono1,[ 1.],,,
fl1kouroussa1,[ 1.],,,
fl1mogollon3,[ 1.],,,
fl1muruntau5,[ 1.],,,
fl1nampala2,[ 1.],,,
fl1otjikoto1,[ 1.],,,
fl1pal ganboke3,[ 1.],,,
fl1r1042,[ 1.],,,
fl1r1063b,[ 1.],,,
fl1r1081,[ 1.],,,
fl1r1083,[ 1.],,,
fl1r1086,[ 1.],,,
fl1r1093,[ 1.],,,
fl1r112,[ 1.],,,
fl1r1132,[ 1.],,,
fl1r1139,[ 1.],,,
fl1R142,[ 1.],,,
fl1r244,[ 1.],,,
fl1r571,[ 1.],,,
fl1r613,[ 1.],,,
fl1r614,[ 1.],,,
fl1R621,[ 1.],,,
fl1r624,[ 1.],,,
fl1r673,[ 1.],,,
fl1r732,[ 1.],,,
fl1R851,[ 1.],,,
fl1r931,[ 1.],,,
fl1richat1,[ 1.],,,
fl1richat2,[ 1.],,,
fl1sam04792,[ 1.],,,
fl1sam11071,[ 1.],,,
fl1sam18663,[ 1.],,,
fl1sam30544,[ 1.],,,
fl1sam44692,[ 1.],,,
fl1siguiri4,[ 1.],,,
fl1sukulu1,[ 1.],,,
fl1sukulu2,[ 1.],,,
fl1syama3,[ 1.],,,
fl1tanami3,[ 1.],,,
fl1taparko2,[ 1.],,,
fl1taparko4,[ 1.],,,
fl1tasmania4,[ 1.],,,
fl1telfer2,[ 1.],,,
fl1tiririne2,[ 1.],,,
fl1tsumeb3,[ 1.],,,
fl1tulu kapi1,[ 1.],,,
fl1vasilkovskoye5,[ 1.],,,
fl1velingara2,[ 1.],,,
fl1velingara4,[ 1.],,,
fl1X1,[ 1.],,,
fl1yanfolila4,[ 1.],,,
fl1yaramoko2,[ 1.],,,
fl2air13,[ 1.],,,
fl2air14,[ 1.],,,
fl2air16,[ 1.],,,
fl2albasino1,[ 1.],,,
fl2aldan1,[ 1.],,,
fl2aorunga1,[ 1.],,,
fl2argyle1,[ 1.],,,
fl2arizona3,[ 1.],,,
fl2asankragwa1,[ 1.],,,
fl2asankragwa3,[ 1.],,,
fl2avlayakan5,[ 1.],,,
fl2bangweulu1,[ 1.],,,
fl2bangweulu3,[ 1.],,,
fl2bangweulu6,[ 1.],,,
fl2bonikro2,[ 1.],,,
fl2chuqui4,[ 1.],,,
fl2chuqui6,[ 1.],,,
fl2cortez2,[ 1.],,,
fl2cortez3,[ 1.],,,
fl2crixas1,[ 1.],,,
